noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
bandage,fisher,thought,HIGH,psychological,The fisher started to,The bandage started to,The fisher thought and started to,The bandage fell and started to,The bandage thought and started to,1,VERB
bullet,engineer,limped,HIGH-MID,physical,The engineer was very,The bullet was very,The engineer limped and was very,The bullet fell and was very,The bullet limped and was very,2,ADJ
bed,tutor,flinched,HIGH,physical,The tutor began to,The bed began to,The tutor flinched and began to,The bed fell and began to,The bed flinched and began to,0,VERB
universe,painter,limped,HIGH-MID,physical,The painter started to,The universe started to,The painter limped and started to,The universe fell and started to,The universe limped and started to,1,VERB
piano,tutor,talked,HIGH,psychological,The tutor started to,The piano started to,The tutor talked and started to,The piano fell and started to,The piano talked and started to,1,VERB
harp,cousin,yelled,HIGH,physical,The cousin began to,The harp began to,The cousin yelled and began to,The harp fell and began to,The harp yelled and began to,0,VERB
desk,mathematician,fumbled,HIGH,physical,The mathematician was very,The desk was very,The mathematician fumbled and was very,The desk fell and was very,The desk fumbled and was very,2,ADJ
pot,assistant,answered,HIGH,psychological,The assistant began to,The pot began to,The assistant answered and began to,The pot fell and began to,The pot answered and began to,0,VERB
candy,tutor,yawned,HIGH,physical,The tutor was very,The candy was very,The tutor yawned and was very,The candy fell and was very,The candy yawned and was very,2,ADJ
horn,author,stared,HIGH,physical,The author began to,The horn began to,The author stared and began to,The horn fell and began to,The horn stared and began to,0,VERB
key,painter,hurried,HIGH,psychological,The painter became very,The key became very,The painter hurried and became very,The key fell and became very,The key hurried and became very,3,ADJ
table,attorney,dreamed,HIGH,psychological,The attorney began to,The table began to,The attorney dreamed and began to,The table fell and began to,The table dreamed and began to,0,VERB
photograph,vice president,fiddled,HIGH,physical,The vice president became very,The photograph became very,The vice president fiddled and became very,The photograph fell and became very,The photograph fiddled and became very,3,ADJ
box,judge,noticed,HIGH,psychological,The judge became very,The box became very,The judge noticed and became very,The box fell and became very,The box noticed and became very,3,ADJ
hammer,mathematician,watched,HIGH,physical,The mathematician became very,The hammer became very,The mathematician watched and became very,The hammer fell and became very,The hammer watched and became very,3,ADJ
shawl,representative,howled,MID,physical,The representative started to,The shawl started to,The representative howled and started to,The shawl fell and started to,The shawl howled and started to,1,VERB
bouquet,pilot,answered,HIGH,psychological,The pilot began to,The bouquet began to,The pilot answered and began to,The bouquet fell and began to,The bouquet answered and began to,0,VERB
oar,translator,gasped,HIGH,physical,The translator began to,The oar began to,The translator gasped and began to,The oar fell and began to,The oar gasped and began to,0,VERB
plate,consultant,objected,HIGH-MID,psychological,The consultant was very,The plate was very,The consultant objected and was very,The plate fell and was very,The plate objected and was very,2,ADJ
picture,priest,snored,HIGH,physical,The priest was very,The picture was very,The priest snored and was very,The picture fell and was very,The picture snored and was very,2,ADJ
aircraft,chemist,preached,HIGH,psychological,The chemist began to,The aircraft began to,The chemist preached and began to,The aircraft fell and began to,The aircraft preached and began to,0,VERB
car,nephew,enlisted,HIGH-MID,psychological,The nephew started to,The car started to,The nephew enlisted and started to,The car fell and started to,The car enlisted and started to,1,VERB
box,chairman,commented,HIGH-MID,psychological,The chairman became very,The box became very,The chairman commented and became very,The box fell and became very,The box commented and became very,3,ADJ
umbrella,author,blushed,HIGH,physical,The author became very,The umbrella became very,The author blushed and became very,The umbrella fell and became very,The umbrella blushed and became very,3,ADJ
boat,driver,retorted,HIGH,psychological,The driver began to,The boat began to,The driver retorted and began to,The boat fell and began to,The boat retorted and began to,0,VERB
firewood,vice president,shaved,HIGH,physical,The vice president was very,The firewood was very,The vice president shaved and was very,The firewood fell and was very,The firewood shaved and was very,2,ADJ
battery,carpenter,packed,HIGH-MID,physical,The carpenter started to,The battery started to,The carpenter packed and started to,The battery fell and started to,The battery packed and started to,1,VERB
clothing,teenager,panicked,HIGH,psychological,The teenager became very,The clothing became very,The teenager panicked and became very,The clothing fell and became very,The clothing panicked and became very,3,ADJ
needle,detective,enquired,HIGH,psychological,The detective was very,The needle was very,The detective enquired and was very,The needle fell and was very,The needle enquired and was very,2,ADJ
plank,driver,flushed,HIGH-MID,physical,The driver started to,The plank started to,The driver flushed and started to,The plank fell and started to,The plank flushed and started to,1,VERB
statue,pastor,nodded,HIGH,physical,The pastor began to,The statue began to,The pastor nodded and began to,The statue fell and began to,The statue nodded and began to,0,VERB
vase,therapist,searched,HIGH-MID,psychological,The therapist began to,The vase began to,The therapist searched and began to,The vase fell and began to,The vase searched and began to,0,VERB
television,student,painted,HIGH-MID,physical,The student was very,The television was very,The student painted and was very,The television fell and was very,The television painted and was very,2,ADJ
dish,sheriff,ate,HIGH,physical,The sheriff started to,The dish started to,The sheriff ate and started to,The dish fell and started to,The dish ate and started to,1,VERB
blouse,judge,understood,HIGH,psychological,The judge started to,The blouse started to,The judge understood and started to,The blouse fell and started to,The blouse understood and started to,1,VERB
photograph,secretary of state,leaned,HIGH,physical,The secretary of state was very,The photograph was very,The secretary of state leaned and was very,The photograph fell and was very,The photograph leaned and was very,2,ADJ
balloon,journalist,whistled,HIGH-MID,physical,The journalist began to,The balloon began to,The journalist whistled and began to,The balloon fell and began to,The balloon whistled and began to,0,VERB
seed,mother,spoke,HIGH,psychological,The mother became very,The seed became very,The mother spoke and became very,The seed fell and became very,The seed spoke and became very,3,ADJ
keg,girl,noticed,HIGH,psychological,The girl was very,The keg was very,The girl noticed and was very,The keg fell and was very,The keg noticed and was very,2,ADJ
quilt,wife,smiled,HIGH,physical,The wife became very,The quilt became very,The wife smiled and became very,The quilt fell and became very,The quilt smiled and became very,3,ADJ
