noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
wallet,boy,dozed,HIGH,physical,The boy started to,The wallet started to,"After it dozed, the boy started to","After it fell, the wallet started to","After it dozed, the wallet started to",1,VERB
road,boy,clapped,HIGH,physical,The boy started to,The road started to,"After it clapped, the boy started to","After it fell, the road started to","After it clapped, the road started to",1,VERB
zipper,child,spoke,HIGH,psychological,The child became very,The zipper became very,"After it spoke, the child became very","After it fell, the zipper became very","After it spoke, the zipper became very",3,ADJ
tank,boy,flinched,HIGH,physical,The boy was very,The tank was very,"After it flinched, the boy was very","After it fell, the tank was very","After it flinched, the tank was very",2,ADJ
suitcase,woman,bowed,HIGH-MID,physical,The woman was very,The suitcase was very,"After it bowed, the woman was very","After it fell, the suitcase was very","After it bowed, the suitcase was very",2,ADJ
stairs,person,muttered,HIGH,physical,The person became very,The stairs became very,"After it muttered, the person became very","After it fell, the stairs became very","After it muttered, the stairs became very",3,ADJ
wire,woman,whispered,HIGH,physical,The woman started to,The wire started to,"After it whispered, the woman started to","After it fell, the wire started to","After it whispered, the wire started to",1,VERB
wheel,man,waved,HIGH,physical,The man started to,The wheel started to,"After it waved, the man started to","After it fell, the wheel started to","After it waved, the wheel started to",1,VERB
canoe,girl,noticed,HIGH,psychological,The girl became very,The canoe became very,"After it noticed, the girl became very","After it fell, the canoe became very","After it noticed, the canoe became very",3,ADJ
pillow,child,cursed,HIGH,psychological,The child was very,The pillow was very,"After it cursed, the child was very","After it fell, the pillow was very","After it cursed, the pillow was very",2,ADJ
button,man,grumbled,HIGH,physical,The man started to,The button started to,"After it grumbled, the man started to","After it fell, the button started to","After it grumbled, the button started to",1,VERB
spoon,girl,listened,HIGH,physical,The girl started to,The spoon started to,"After it listened, the girl started to","After it fell, the spoon started to","After it listened, the spoon started to",1,VERB
clock,man,prayed,HIGH,psychological,The man began to,The clock began to,"After it prayed, the man began to","After it fell, the clock began to","After it prayed, the clock began to",0,VERB
truck,boy,enquired,HIGH,psychological,The boy began to,The truck began to,"After it enquired, the boy began to","After it fell, the truck began to","After it enquired, the truck began to",0,VERB
balloon,boy,swore,HIGH,psychological,The boy began to,The balloon began to,"After it swore, the boy began to","After it fell, the balloon began to","After it swore, the balloon began to",0,VERB
horn,woman,bowed,HIGH-MID,physical,The woman started to,The horn started to,"After it bowed, the woman started to","After it fell, the horn started to","After it bowed, the horn started to",1,VERB
clarinet,person,starved,HIGH,physical,The person became very,The clarinet became very,"After it starved, the person became very","After it fell, the clarinet became very","After it starved, the clarinet became very",3,ADJ
engine,boy,forgot,HIGH,psychological,The boy started to,The engine started to,"After it forgot, the boy started to","After it fell, the engine started to","After it forgot, the engine started to",1,VERB
shoe,boy,smiled,HIGH,physical,The boy became very,The shoe became very,"After it smiled, the boy became very","After it fell, the shoe became very","After it smiled, the shoe became very",3,ADJ
dart,boy,coughed,HIGH,physical,The boy was very,The dart was very,"After it coughed, the boy was very","After it fell, the dart was very","After it coughed, the dart was very",2,ADJ
ring,child,volunteered,HIGH,psychological,The child began to,The ring began to,"After it volunteered, the child began to","After it fell, the ring began to","After it volunteered, the ring began to",0,VERB
quilt,girl,pled,HIGH,psychological,The girl started to,The quilt started to,"After it pled, the girl started to","After it fell, the quilt started to","After it pled, the quilt started to",1,VERB
leaf,boy,shouted,HIGH,physical,The boy began to,The leaf began to,"After it shouted, the boy began to","After it fell, the leaf began to","After it shouted, the leaf began to",0,VERB
corpse,boy,growled,HIGH,physical,The boy was very,The corpse was very,"After it growled, the boy was very","After it fell, the corpse was very","After it growled, the corpse was very",2,ADJ
banner,man,disagreed,HIGH-MID,psychological,The man began to,The banner began to,"After it disagreed, the man began to","After it fell, the banner began to","After it disagreed, the banner began to",0,VERB
horn,person,cheated,HIGH,psychological,The person began to,The horn began to,"After it cheated, the person began to","After it fell, the horn began to","After it cheated, the horn began to",0,VERB
yacht,boy,blinked,HIGH,physical,The boy began to,The yacht began to,"After it blinked, the boy began to","After it fell, the yacht began to","After it blinked, the yacht began to",0,VERB
scissors,man,shuddered,HIGH-MID,physical,The man started to,The scissors started to,"After it shuddered, the man started to","After it fell, the scissors started to","After it shuddered, the scissors started to",1,VERB
sketch,child,gestured,HIGH,physical,The child started to,The sketch started to,"After it gestured, the child started to","After it fell, the sketch started to","After it gestured, the sketch started to",1,VERB
screen,boy,muttered,HIGH,physical,The boy began to,The screen began to,"After it muttered, the boy began to","After it fell, the screen began to","After it muttered, the screen began to",0,VERB
goblet,person,limped,HIGH-MID,physical,The person began to,The goblet began to,"After it limped, the person began to","After it fell, the goblet began to","After it limped, the goblet began to",0,VERB
pencil,man,taught,HIGH-MID,psychological,The man became very,The pencil became very,"After it taught, the man became very","After it fell, the pencil became very","After it taught, the pencil became very",3,ADJ
goblet,person,emigrated,HIGH,psychological,The person became very,The goblet became very,"After it emigrated, the person became very","After it fell, the goblet became very","After it emigrated, the goblet became very",3,ADJ
stand,woman,hesitated,HIGH,psychological,The woman began to,The stand began to,"After it hesitated, the woman began to","After it fell, the stand began to","After it hesitated, the stand began to",0,VERB
desk,girl,clapped,HIGH,physical,The girl began to,The desk began to,"After it clapped, the girl began to","After it fell, the desk began to","After it clapped, the desk began to",0,VERB
